10.7111, 1901, Jan Average, Algeria, DZA
5.71621, 1949, Nov Average, Algeria, DZA
13.3153, 1949, Dec Average, Algeria, DZA
11.0309, 1950, Jan Average, Algeria, DZA
3.83243, 1950, Feb Average, Algeria, DZA
8.16078, 1950, Mar Average, Algeria, DZA
7.05962, 1950, Apr Average, Algeria, DZA
7.4993, 1950, May Average, Algeria, DZA
1.95428, 1950, Jun Average, Algeria, DZA
1.16638, 1950, Jul Average, Algeria, DZA
7.28183, 1950, Aug Average, Algeria, DZA
11.7737, 1950, Sep Average, Algeria, DZA
14.3882, 1950, Oct Average, Algeria, DZA
2.28826, 1950, Nov Average, Algeria, DZA
11.4673, 1950, Dec Average, Algeria, DZA
11.2142, 1951, Jan Average, Algeria, DZA
7.78429, 1951, Feb Average, Algeria, DZA
9.52366, 1951, Mar Average, Algeria, DZA
2.76354, 1951, Apr Average, Algeria, DZA
5.93099, 1951, May Average, Algeria, DZA
2.55485, 1951, Jun Average, Algeria, DZA
1.79117, 1951, Jul Average, Algeria, DZA
5.53877, 1951, Aug Average, Algeria, DZA
8.19357, 1951, Sep Average, Algeria, DZA
20.2172, 1951, Oct Average, Algeria, DZA
12.7881, 1951, Nov Average, Algeria, DZA
11.0113, 1951, Dec Average, Algeria, DZA
16.0575, 1952, Jan Average, Algeria, DZA
5.97487, 1952, Feb Average, Algeria, DZA
3.94353, 1952, Mar Average, Algeria, DZA
15.2816, 1952, Apr Average, Algeria, DZA
11.4795, 1952, May Average, Algeria, DZA
1.43767, 1952, Jun Average, Algeria, DZA
3.25592, 1952, Jul Average, Algeria, DZA
5.54964, 1952, Aug Average, Algeria, DZA
9.99642, 1952, Sep Average, Algeria, DZA
4.29909, 1952, Oct Average, Algeria, DZA
6.40781, 1952, Nov Average, Algeria, DZA
5.54239, 1952, Dec Average, Algeria, DZA
11.5352, 1953, Jan Average, Algeria, DZA
5.73719, 1953, Feb Average, Algeria, DZA
20.7248, 1953, Mar Average, Algeria, DZA
5.12909, 1953, Apr Average, Algeria, DZA
7.64486, 1953, May Average, Algeria, DZA
7.56293, 1953, Jun Average, Algeria, DZA
2.5103, 1953, Jul Average, Algeria, DZA
3.80582, 1953, Aug Average, Algeria, DZA
6.71661, 1953, Sep Average, Algeria, DZA
12.1434, 1953, Oct Average, Algeria, DZA
9.67333, 1953, Nov Average, Algeria, DZA
10.4004, 1953, Dec Average, Algeria, DZA
9.91636, 1954, Jan Average, Algeria, DZA
12.0135, 1954, Feb Average, Algeria, DZA
9.52604, 1954, Mar Average, Algeria, DZA
13.7935, 1954, Apr Average, Algeria, DZA
5.23345, 1954, May Average, Algeria, DZA
4.08052, 1954, Jun Average, Algeria, DZA
2.0871, 1954, Jul Average, Algeria, DZA
2.37192, 1954, Aug Average, Algeria, DZA
1.00415, 1954, Sep Average, Algeria, DZA
5.8191, 1954, Oct Average, Algeria, DZA
10.3785, 1954, Nov Average, Algeria, DZA
12.099, 1954, Dec Average, Algeria, DZA
11.0547, 1955, Jan Average, Algeria, DZA
6.54234, 1955, Feb Average, Algeria, DZA
8.05722, 1955, Mar Average, Algeria, DZA
12.2098, 1955, Apr Average, Algeria, DZA
3.61746, 1955, May Average, Algeria, DZA
5.02904, 1955, Jun Average, Algeria, DZA
1.15641, 1955, Jul Average, Algeria, DZA
3.25598, 1955, Aug Average, Algeria, DZA
7.34609, 1955, Sep Average, Algeria, DZA
10.7829, 1955, Oct Average, Algeria, DZA
5.50618, 1955, Nov Average, Algeria, DZA
13.5497, 1955, Dec Average, Algeria, DZA
10.5888, 1956, Jan Average, Algeria, DZA
17.1103, 1956, Feb Average, Algeria, DZA
11.8514, 1956, Mar Average, Algeria, DZA
6.10311, 1956, Apr Average, Algeria, DZA
3.96665, 1956, May Average, Algeria, DZA
1.20584, 1956, Jun Average, Algeria, DZA
0.70508, 1956, Jul Average, Algeria, DZA
5.01109, 1956, Aug Average, Algeria, DZA
4.97477, 1956, Sep Average, Algeria, DZA
6.43104, 1956, Oct Average, Algeria, DZA
12.7514, 1956, Nov Average, Algeria, DZA
5.59406, 1956, Dec Average, Algeria, DZA
9.22815, 1957, Jan Average, Algeria, DZA
0.74786, 1957, Feb Average, Algeria, DZA
5.17418, 1957, Mar Average, Algeria, DZA
16.3215, 1957, Apr Average, Algeria, DZA
11.0035, 1957, May Average, Algeria, DZA
2.54572, 1957, Jun Average, Algeria, DZA
2.86182, 1957, Jul Average, Algeria, DZA
5.6074, 1957, Aug Average, Algeria, DZA
7.15588, 1957, Sep Average, Algeria, DZA
17.2592, 1957, Oct Average, Algeria, DZA
15.2732, 1957, Nov Average, Algeria, DZA
21.8916, 1957, Dec Average, Algeria, DZA
20.2028, 1958, Jan Average, Algeria, DZA
4.75565, 1958, Feb Average, Algeria, DZA
2.9148, 1958, Mar Average, Algeria, DZA
5.35114, 1958, Apr Average, Algeria, DZA
0.74419, 1958, May Average, Algeria, DZA
3.74574, 1958, Jun Average, Algeria, DZA
1.29627, 1958, Jul Average, Algeria, DZA
4.19628, 1958, Aug Average, Algeria, DZA
3.52231, 1958, Sep Average, Algeria, DZA
15.8564, 1958, Oct Average, Algeria, DZA
17.0653, 1958, Nov Average, Algeria, DZA
11.6426, 1958, Dec Average, Algeria, DZA
4.58805, 1959, Jan Average, Algeria, DZA
11.13, 1959, Feb Average, Algeria, DZA
10.1145, 1959, Mar Average, Algeria, DZA
3.20147, 1959, Apr Average, Algeria, DZA
8.7266, 1959, May Average, Algeria, DZA
5.90098, 1959, Jun Average, Algeria, DZA
1.31343, 1959, Jul Average, Algeria, DZA
4.54136, 1959, Aug Average, Algeria, DZA
6.2231, 1959, Sep Average, Algeria, DZA
9.06296, 1959, Oct Average, Algeria, DZA
10.1201, 1959, Nov Average, Algeria, DZA
9.69532, 1959, Dec Average, Algeria, DZA
15.2614, 1960, Jan Average, Algeria, DZA
3.92375, 1960, Feb Average, Algeria, DZA
11.7909, 1960, Mar Average, Algeria, DZA
10.0997, 1960, Apr Average, Algeria, DZA
8.95628, 1960, May Average, Algeria, DZA
7.33156, 1960, Jun Average, Algeria, DZA
2.06689, 1960, Jul Average, Algeria, DZA
2.26884, 1960, Aug Average, Algeria, DZA
2.5709, 1960, Sep Average, Algeria, DZA
1.66052, 1960, Oct Average, Algeria, DZA
2.24785, 1960, Nov Average, Algeria, DZA
16.5881, 1960, Dec Average, Algeria, DZA
17.6229, 1961, Jan Average, Algeria, DZA
1.5257, 1961, Feb Average, Algeria, DZA
3.98158, 1961, Mar Average, Algeria, DZA
3.69641, 1961, Apr Average, Algeria, DZA
1.25563, 1961, May Average, Algeria, DZA
5.61612, 1961, Jun Average, Algeria, DZA
2.60456, 1961, Jul Average, Algeria, DZA
3.69136, 1961, Aug Average, Algeria, DZA
1.7606, 1961, Sep Average, Algeria, DZA
6.68129, 1961, Oct Average, Algeria, DZA
6.46398, 1961, Nov Average, Algeria, DZA
4.64958, 1961, Dec Average, Algeria, DZA
5.06813, 1962, Jan Average, Algeria, DZA
13.7751, 1962, Feb Average, Algeria, DZA
13.9888, 1962, Mar Average, Algeria, DZA
9.14271, 1962, Apr Average, Algeria, DZA
5.99098, 1962, May Average, Algeria, DZA
5.83038, 1962, Jun Average, Algeria, DZA
3.30984, 1962, Jul Average, Algeria, DZA
2.47297, 1962, Aug Average, Algeria, DZA
4.6792, 1962, Sep Average, Algeria, DZA
7.9232, 1962, Oct Average, Algeria, DZA
11.6119, 1962, Nov Average, Algeria, DZA
11.511, 1962, Dec Average, Algeria, DZA
10.2469, 1963, Jan Average, Algeria, DZA
10.8326, 1963, Feb Average, Algeria, DZA
7.50128, 1963, Mar Average, Algeria, DZA
7.81144, 1963, Apr Average, Algeria, DZA
10.8932, 1963, May Average, Algeria, DZA
5.57406, 1963, Jun Average, Algeria, DZA
4.19923, 1963, Jul Average, Algeria, DZA
3.7008, 1963, Aug Average, Algeria, DZA
7.31273, 1963, Sep Average, Algeria, DZA
4.9275, 1963, Oct Average, Algeria, DZA
3.83187, 1963, Nov Average, Algeria, DZA
17.2065, 1963, Dec Average, Algeria, DZA
13.9222, 1964, Jan Average, Algeria, DZA
6.53216, 1964, Feb Average, Algeria, DZA
10.1932, 1964, Mar Average, Algeria, DZA
7.51519, 1964, Apr Average, Algeria, DZA
3.79129, 1964, May Average, Algeria, DZA
2.89748, 1964, Jun Average, Algeria, DZA
0.88909, 1964, Jul Average, Algeria, DZA
4.38542, 1964, Aug Average, Algeria, DZA
2.21899, 1964, Sep Average, Algeria, DZA
7.02033, 1964, Oct Average, Algeria, DZA
6.85554, 1964, Nov Average, Algeria, DZA
16.1438, 1964, Dec Average, Algeria, DZA
16.5702, 1965, Jan Average, Algeria, DZA
8.13623, 1965, Feb Average, Algeria, DZA
5.66988, 1965, Mar Average, Algeria, DZA
10.0414, 1965, Apr Average, Algeria, DZA
2.28337, 1965, May Average, Algeria, DZA
3.53249, 1965, Jun Average, Algeria, DZA
0.85376, 1965, Jul Average, Algeria, DZA
5.24199, 1965, Aug Average, Algeria, DZA
6.67039, 1965, Sep Average, Algeria, DZA
6.55034, 1965, Oct Average, Algeria, DZA
5.65865, 1965, Nov Average, Algeria, DZA
7.42137, 1965, Dec Average, Algeria, DZA
2.90499, 1966, Jan Average, Algeria, DZA
2.95972, 1966, Feb Average, Algeria, DZA
8.04373, 1966, Mar Average, Algeria, DZA
5.41554, 1966, Apr Average, Algeria, DZA
10.2219, 1966, May Average, Algeria, DZA
1.82202, 1966, Jun Average, Algeria, DZA
0.37104, 1966, Jul Average, Algeria, DZA
3.70514, 1966, Aug Average, Algeria, DZA
6.98388, 1966, Sep Average, Algeria, DZA
13.3418, 1966, Oct Average, Algeria, DZA
15.9073, 1966, Nov Average, Algeria, DZA
3.72376, 1966, Dec Average, Algeria, DZA
4.00888, 1967, Jan Average, Algeria, DZA
12.7608, 1967, Feb Average, Algeria, DZA
5.16781, 1967, Mar Average, Algeria, DZA
8.09587, 1967, Apr Average, Algeria, DZA
5.34213, 1967, May Average, Algeria, DZA
3.73664, 1967, Jun Average, Algeria, DZA
3.77671, 1967, Jul Average, Algeria, DZA
2.49547, 1967, Aug Average, Algeria, DZA
6.21418, 1967, Sep Average, Algeria, DZA
5.99875, 1967, Oct Average, Algeria, DZA
15.9147, 1967, Nov Average, Algeria, DZA
11.038, 1967, Dec Average, Algeria, DZA
5.38526, 1968, Jan Average, Algeria, DZA
10.5602, 1968, Feb Average, Algeria, DZA
10.8087, 1968, Mar Average, Algeria, DZA
6.20543, 1968, Apr Average, Algeria, DZA
10.9852, 1968, May Average, Algeria, DZA
5.46901, 1968, Jun Average, Algeria, DZA
0.88646, 1968, Jul Average, Algeria, DZA
2.28994, 1968, Aug Average, Algeria, DZA
3.31718, 1968, Sep Average, Algeria, DZA
2.28906, 1968, Oct Average, Algeria, DZA
6.00963, 1968, Nov Average, Algeria, DZA
11.4768, 1968, Dec Average, Algeria, DZA
8.95488, 1969, Jan Average, Algeria, DZA
7.31619, 1969, Feb Average, Algeria, DZA
8.47789, 1969, Mar Average, Algeria, DZA
9.08359, 1969, Apr Average, Algeria, DZA
5.28761, 1969, May Average, Algeria, DZA
2.80497, 1969, Jun Average, Algeria, DZA
2.08594, 1969, Jul Average, Algeria, DZA
5.58676, 1969, Aug Average, Algeria, DZA
9.65407, 1969, Sep Average, Algeria, DZA
19.4197, 1969, Oct Average, Algeria, DZA
8.3071, 1969, Nov Average, Algeria, DZA
12.2309, 1969, Dec Average, Algeria, DZA
7.95516, 1970, Jan Average, Algeria, DZA
2.78477, 1970, Feb Average, Algeria, DZA
7.47384, 1970, Mar Average, Algeria, DZA
8.39979, 1970, Apr Average, Algeria, DZA
5.6492, 1970, May Average, Algeria, DZA
1.73585, 1970, Jun Average, Algeria, DZA
2.25996, 1970, Jul Average, Algeria, DZA
0.56884, 1970, Aug Average, Algeria, DZA
1.87573, 1970, Sep Average, Algeria, DZA
6.43308, 1970, Oct Average, Algeria, DZA
3.39196, 1970, Nov Average, Algeria, DZA
8.84219, 1970, Dec Average, Algeria, DZA
10.5164, 1971, Jan Average, Algeria, DZA
6.83221, 1971, Feb Average, Algeria, DZA
10.1093, 1971, Mar Average, Algeria, DZA
7.93417, 1971, Apr Average, Algeria, DZA
8.80564, 1971, May Average, Algeria, DZA
1.61556, 1971, Jun Average, Algeria, DZA
2.43138, 1971, Jul Average, Algeria, DZA
3.1665, 1971, Aug Average, Algeria, DZA
6.2439, 1971, Sep Average, Algeria, DZA
5.44019, 1971, Oct Average, Algeria, DZA
18.4968, 1971, Nov Average, Algeria, DZA
10.8294, 1971, Dec Average, Algeria, DZA
11.7814, 1972, Jan Average, Algeria, DZA
7.51799, 1972, Feb Average, Algeria, DZA
12.1601, 1972, Mar Average, Algeria, DZA
9.11638, 1972, Apr Average, Algeria, DZA
10.1151, 1972, May Average, Algeria, DZA
3.57266, 1972, Jun Average, Algeria, DZA
0.43415, 1972, Jul Average, Algeria, DZA
2.97222, 1972, Aug Average, Algeria, DZA
9.00994, 1972, Sep Average, Algeria, DZA
10.7966, 1972, Oct Average, Algeria, DZA
6.69118, 1972, Nov Average, Algeria, DZA
11.9859, 1972, Dec Average, Algeria, DZA
8.04317, 1973, Jan Average, Algeria, DZA
15.4633, 1973, Feb Average, Algeria, DZA
10.7386, 1973, Mar Average, Algeria, DZA
6.30622, 1973, Apr Average, Algeria, DZA
1.08437, 1973, May Average, Algeria, DZA
4.87383, 1973, Jun Average, Algeria, DZA
1.51056, 1973, Jul Average, Algeria, DZA
1.54273, 1973, Aug Average, Algeria, DZA
5.59136, 1973, Sep Average, Algeria, DZA
2.5514, 1973, Oct Average, Algeria, DZA
6.7506, 1973, Nov Average, Algeria, DZA
16.8117, 1973, Dec Average, Algeria, DZA
0.98452, 1974, Jan Average, Algeria, DZA
10.7924, 1974, Feb Average, Algeria, DZA
21.29, 1974, Mar Average, Algeria, DZA
11.5283, 1974, Apr Average, Algeria, DZA
1.49544, 1974, May Average, Algeria, DZA
5.33519, 1974, Jun Average, Algeria, DZA
3.80796, 1974, Jul Average, Algeria, DZA
1.99666, 1974, Aug Average, Algeria, DZA
4.99058, 1974, Sep Average, Algeria, DZA
9.82448, 1974, Oct Average, Algeria, DZA
6.15447, 1974, Nov Average, Algeria, DZA
1.97665, 1974, Dec Average, Algeria, DZA
4.37783, 1975, Jan Average, Algeria, DZA
10.488, 1975, Feb Average, Algeria, DZA
10.2241, 1975, Mar Average, Algeria, DZA
14.3806, 1975, Apr Average, Algeria, DZA
13.4746, 1975, May Average, Algeria, DZA
1.85943, 1975, Jun Average, Algeria, DZA
0.77346, 1975, Jul Average, Algeria, DZA
4.13146, 1975, Aug Average, Algeria, DZA
4.11257, 1975, Sep Average, Algeria, DZA
1.31392, 1975, Oct Average, Algeria, DZA
10.7499, 1975, Nov Average, Algeria, DZA
8.84757, 1975, Dec Average, Algeria, DZA
12.1434, 1976, Jan Average, Algeria, DZA
17.4579, 1976, Feb Average, Algeria, DZA
10.5464, 1976, Mar Average, Algeria, DZA
9.96318, 1976, Apr Average, Algeria, DZA
14.5498, 1976, May Average, Algeria, DZA
4.78041, 1976, Jun Average, Algeria, DZA
3.64789, 1976, Jul Average, Algeria, DZA
5.56768, 1976, Aug Average, Algeria, DZA
9.67743, 1976, Sep Average, Algeria, DZA
10.1707, 1976, Oct Average, Algeria, DZA
11.9005, 1976, Nov Average, Algeria, DZA
6.90236, 1976, Dec Average, Algeria, DZA
15.935, 1977, Jan Average, Algeria, DZA
2.55547, 1977, Feb Average, Algeria, DZA
4.65261, 1977, Mar Average, Algeria, DZA
7.85948, 1977, Apr Average, Algeria, DZA
9.57212, 1977, May Average, Algeria, DZA
1.63892, 1977, Jun Average, Algeria, DZA
1.54759, 1977, Jul Average, Algeria, DZA
3.14686, 1977, Aug Average, Algeria, DZA
2.35629, 1977, Sep Average, Algeria, DZA
6.01807, 1977, Oct Average, Algeria, DZA
13.2508, 1977, Nov Average, Algeria, DZA
3.99951, 1977, Dec Average, Algeria, DZA
8.51987, 1978, Jan Average, Algeria, DZA
8.12264, 1978, Feb Average, Algeria, DZA
4.38692, 1978, Mar Average, Algeria, DZA
11.022, 1978, Apr Average, Algeria, DZA
6.52689, 1978, May Average, Algeria, DZA
0.63323, 1978, Jun Average, Algeria, DZA
1.00534, 1978, Jul Average, Algeria, DZA
2.21217, 1978, Aug Average, Algeria, DZA
2.50345, 1978, Sep Average, Algeria, DZA
10.2622, 1978, Oct Average, Algeria, DZA
4.7035, 1978, Nov Average, Algeria, DZA
3.35994, 1978, Dec Average, Algeria, DZA
14.5141, 1979, Jan Average, Algeria, DZA
15.7504, 1979, Feb Average, Algeria, DZA
8.28011, 1979, Mar Average, Algeria, DZA
6.60658, 1979, Apr Average, Algeria, DZA
2.78898, 1979, May Average, Algeria, DZA
5.35433, 1979, Jun Average, Algeria, DZA
1.57988, 1979, Jul Average, Algeria, DZA
5.1626, 1979, Aug Average, Algeria, DZA
11.9888, 1979, Sep Average, Algeria, DZA
12.1365, 1979, Oct Average, Algeria, DZA
6.27065, 1979, Nov Average, Algeria, DZA
4.99377, 1979, Dec Average, Algeria, DZA
10.0377, 1980, Jan Average, Algeria, DZA
6.98918, 1980, Feb Average, Algeria, DZA
14.961, 1980, Mar Average, Algeria, DZA
9.87324, 1980, Apr Average, Algeria, DZA
5.02061, 1980, May Average, Algeria, DZA
1.12914, 1980, Jun Average, Algeria, DZA
1.34141, 1980, Jul Average, Algeria, DZA
4.52907, 1980, Aug Average, Algeria, DZA
4.63466, 1980, Sep Average, Algeria, DZA
3.44101, 1980, Oct Average, Algeria, DZA
14.366, 1980, Nov Average, Algeria, DZA
18.1676, 1980, Dec Average, Algeria, DZA
3.6296, 1981, Jan Average, Algeria, DZA
8.66454, 1981, Feb Average, Algeria, DZA
4.84983, 1981, Mar Average, Algeria, DZA
6.32754, 1981, Apr Average, Algeria, DZA
3.36033, 1981, May Average, Algeria, DZA
6.58278, 1981, Jun Average, Algeria, DZA
3.79482, 1981, Jul Average, Algeria, DZA
5.16997, 1981, Aug Average, Algeria, DZA
3.36216, 1981, Sep Average, Algeria, DZA
2.46681, 1981, Oct Average, Algeria, DZA
1.6899, 1981, Nov Average, Algeria, DZA
5.69038, 1981, Dec Average, Algeria, DZA
9.58569, 1982, Jan Average, Algeria, DZA
10.2897, 1982, Feb Average, Algeria, DZA
9.49495, 1982, Mar Average, Algeria, DZA
14.6926, 1982, Apr Average, Algeria, DZA
9.02261, 1982, May Average, Algeria, DZA
2.36921, 1982, Jun Average, Algeria, DZA
0.51657, 1982, Jul Average, Algeria, DZA
2.92215, 1982, Aug Average, Algeria, DZA
3.41459, 1982, Sep Average, Algeria, DZA
10.287, 1982, Oct Average, Algeria, DZA
16.7241, 1982, Nov Average, Algeria, DZA
8.44425, 1982, Dec Average, Algeria, DZA
0.82964, 1983, Jan Average, Algeria, DZA
9.44506, 1983, Feb Average, Algeria, DZA
4.50997, 1983, Mar Average, Algeria, DZA
2.46563, 1983, Apr Average, Algeria, DZA
5.00351, 1983, May Average, Algeria, DZA
3.06142, 1983, Jun Average, Algeria, DZA
1.63723, 1983, Jul Average, Algeria, DZA
6.22785, 1983, Aug Average, Algeria, DZA
1.35091, 1983, Sep Average, Algeria, DZA
2.35835, 1983, Oct Average, Algeria, DZA
4.97432, 1983, Nov Average, Algeria, DZA
5.28489, 1983, Dec Average, Algeria, DZA
7.54303, 1984, Jan Average, Algeria, DZA
7.57097, 1984, Feb Average, Algeria, DZA
7.15123, 1984, Mar Average, Algeria, DZA
3.12113, 1984, Apr Average, Algeria, DZA
8.73216, 1984, May Average, Algeria, DZA
1.99732, 1984, Jun Average, Algeria, DZA
0.63954, 1984, Jul Average, Algeria, DZA
1.57034, 1984, Aug Average, Algeria, DZA
4.4045, 1984, Sep Average, Algeria, DZA
13.386, 1984, Oct Average, Algeria, DZA
9.86984, 1984, Nov Average, Algeria, DZA
9.16956, 1984, Dec Average, Algeria, DZA
13.8365, 1985, Jan Average, Algeria, DZA
3.26529, 1985, Feb Average, Algeria, DZA
14.6404, 1985, Mar Average, Algeria, DZA
4.51384, 1985, Apr Average, Algeria, DZA
10.2906, 1985, May Average, Algeria, DZA
0.44976, 1985, Jun Average, Algeria, DZA
1.89081, 1985, Jul Average, Algeria, DZA
1.33642, 1985, Aug Average, Algeria, DZA
5.49108, 1985, Sep Average, Algeria, DZA
5.01138, 1985, Oct Average, Algeria, DZA
8.17076, 1985, Nov Average, Algeria, DZA
14.2608, 1985, Dec Average, Algeria, DZA
7.13991, 1986, Jan Average, Algeria, DZA
8.39627, 1986, Feb Average, Algeria, DZA
18.2793, 1986, Mar Average, Algeria, DZA
3.59351, 1986, Apr Average, Algeria, DZA
6.7603, 1986, May Average, Algeria, DZA
3.13231, 1986, Jun Average, Algeria, DZA
2.5835, 1986, Jul Average, Algeria, DZA
2.05866, 1986, Aug Average, Algeria, DZA
10.2597, 1986, Sep Average, Algeria, DZA
12.8638, 1986, Oct Average, Algeria, DZA
11.7124, 1986, Nov Average, Algeria, DZA
10.5074, 1986, Dec Average, Algeria, DZA
7.6362, 1987, Jan Average, Algeria, DZA
11.8265, 1987, Feb Average, Algeria, DZA
6.13789, 1987, Mar Average, Algeria, DZA
2.29504, 1987, Apr Average, Algeria, DZA
4.95797, 1987, May Average, Algeria, DZA
3.03445, 1987, Jun Average, Algeria, DZA
5.60091, 1987, Jul Average, Algeria, DZA
3.73678, 1987, Aug Average, Algeria, DZA
2.58435, 1987, Sep Average, Algeria, DZA
7.54118, 1987, Oct Average, Algeria, DZA
11.2102, 1987, Nov Average, Algeria, DZA
8.24104, 1987, Dec Average, Algeria, DZA
6.5797, 1988, Jan Average, Algeria, DZA
8.6104, 1988, Feb Average, Algeria, DZA
10.0954, 1988, Mar Average, Algeria, DZA
6.59341, 1988, Apr Average, Algeria, DZA
6.02516, 1988, May Average, Algeria, DZA
6.65456, 1988, Jun Average, Algeria, DZA
2.25875, 1988, Jul Average, Algeria, DZA
2.08028, 1988, Aug Average, Algeria, DZA
6.27001, 1988, Sep Average, Algeria, DZA
4.06534, 1988, Oct Average, Algeria, DZA
13.1045, 1988, Nov Average, Algeria, DZA
8.2996, 1988, Dec Average, Algeria, DZA
5.87486, 1989, Jan Average, Algeria, DZA
4.27778, 1989, Feb Average, Algeria, DZA
7.59896, 1989, Mar Average, Algeria, DZA
7.7384, 1989, Apr Average, Algeria, DZA
2.72998, 1989, May Average, Algeria, DZA
5.35198, 1989, Jun Average, Algeria, DZA
2.01675, 1989, Jul Average, Algeria, DZA
8.14402, 1989, Aug Average, Algeria, DZA
3.49497, 1989, Sep Average, Algeria, DZA
4.69352, 1989, Oct Average, Algeria, DZA
6.82112, 1989, Nov Average, Algeria, DZA
10.5083, 1989, Dec Average, Algeria, DZA
14.1024, 1990, Jan Average, Algeria, DZA
0.99352, 1990, Feb Average, Algeria, DZA
5.91148, 1990, Mar Average, Algeria, DZA
13.6158, 1990, Apr Average, Algeria, DZA
12.3684, 1990, May Average, Algeria, DZA
1.64323, 1990, Jun Average, Algeria, DZA
5.86681, 1990, Jul Average, Algeria, DZA
3.56871, 1990, Aug Average, Algeria, DZA
3.23095, 1990, Sep Average, Algeria, DZA
2.71623, 1990, Oct Average, Algeria, DZA
10.2335, 1990, Nov Average, Algeria, DZA
15.4927, 1990, Dec Average, Algeria, DZA
5.26344, 1991, Jan Average, Algeria, DZA
10.8985, 1991, Feb Average, Algeria, DZA
17.8335, 1991, Mar Average, Algeria, DZA
4.77022, 1991, Apr Average, Algeria, DZA
9.42697, 1991, May Average, Algeria, DZA
1.70718, 1991, Jun Average, Algeria, DZA
2.01097, 1991, Jul Average, Algeria, DZA
6.37045, 1991, Aug Average, Algeria, DZA
5.10464, 1991, Sep Average, Algeria, DZA
11.9126, 1991, Oct Average, Algeria, DZA
6.24034, 1991, Nov Average, Algeria, DZA
6.59395, 1991, Dec Average, Algeria, DZA
9.79668, 1992, Jan Average, Algeria, DZA
5.36774, 1992, Feb Average, Algeria, DZA
14.3396, 1992, Mar Average, Algeria, DZA
10.4131, 1992, Apr Average, Algeria, DZA
12.2178, 1992, May Average, Algeria, DZA
3.02178, 1992, Jun Average, Algeria, DZA
5.79686, 1992, Jul Average, Algeria, DZA
2.12033, 1992, Aug Average, Algeria, DZA
2.89632, 1992, Sep Average, Algeria, DZA
2.9782, 1992, Oct Average, Algeria, DZA
9.55368, 1992, Nov Average, Algeria, DZA
9.57095, 1992, Dec Average, Algeria, DZA
3.03717, 1993, Jan Average, Algeria, DZA
10.8705, 1993, Feb Average, Algeria, DZA
6.71961, 1993, Mar Average, Algeria, DZA
4.81104, 1993, Apr Average, Algeria, DZA
5.18628, 1993, May Average, Algeria, DZA
0.97462, 1993, Jun Average, Algeria, DZA
1.07214, 1993, Jul Average, Algeria, DZA
4.83205, 1993, Aug Average, Algeria, DZA
4.22312, 1993, Sep Average, Algeria, DZA
5.40396, 1993, Oct Average, Algeria, DZA
9.31859, 1993, Nov Average, Algeria, DZA
5.97452, 1993, Dec Average, Algeria, DZA
12.9368, 1994, Jan Average, Algeria, DZA
7.1241, 1994, Feb Average, Algeria, DZA
7.7209, 1994, Mar Average, Algeria, DZA
4.74026, 1994, Apr Average, Algeria, DZA
2.7868, 1994, May Average, Algeria, DZA
0.88107, 1994, Jun Average, Algeria, DZA
1.92841, 1994, Jul Average, Algeria, DZA
9.53283, 1994, Aug Average, Algeria, DZA
11.2292, 1994, Sep Average, Algeria, DZA
16.9843, 1994, Oct Average, Algeria, DZA
7.27094, 1994, Nov Average, Algeria, DZA
3.77022, 1994, Dec Average, Algeria, DZA
8.13623, 1995, Jan Average, Algeria, DZA
3.96345, 1995, Feb Average, Algeria, DZA
11.7651, 1995, Mar Average, Algeria, DZA
5.67729, 1995, Apr Average, Algeria, DZA
1.37321, 1995, May Average, Algeria, DZA
3.92752, 1995, Jun Average, Algeria, DZA
0.63042, 1995, Jul Average, Algeria, DZA
4.1631, 1995, Aug Average, Algeria, DZA
8.72052, 1995, Sep Average, Algeria, DZA
7.89571, 1995, Oct Average, Algeria, DZA
7.0716, 1995, Nov Average, Algeria, DZA
11.8791, 1995, Dec Average, Algeria, DZA
16.5388, 1996, Jan Average, Algeria, DZA
19.4389, 1996, Feb Average, Algeria, DZA
17.8821, 1996, Mar Average, Algeria, DZA
9.92333, 1996, Apr Average, Algeria, DZA
7.70262, 1996, May Average, Algeria, DZA
6.46564, 1996, Jun Average, Algeria, DZA
2.58088, 1996, Jul Average, Algeria, DZA
2.48974, 1996, Aug Average, Algeria, DZA
6.10407, 1996, Sep Average, Algeria, DZA
2.83415, 1996, Oct Average, Algeria, DZA
2.56085, 1996, Nov Average, Algeria, DZA
7.41428, 1996, Dec Average, Algeria, DZA
8.4255, 1997, Jan Average, Algeria, DZA
1.5611, 1997, Feb Average, Algeria, DZA
3.1038, 1997, Mar Average, Algeria, DZA
14.1332, 1997, Apr Average, Algeria, DZA
4.21803, 1997, May Average, Algeria, DZA
2.87205, 1997, Jun Average, Algeria, DZA
1.2582, 1997, Jul Average, Algeria, DZA
12.8915, 1997, Aug Average, Algeria, DZA
10.1768, 1997, Sep Average, Algeria, DZA
7.52866, 1997, Oct Average, Algeria, DZA
12.6466, 1997, Nov Average, Algeria, DZA
9.01772, 1997, Dec Average, Algeria, DZA
4.5218, 1998, Jan Average, Algeria, DZA
6.85071, 1998, Feb Average, Algeria, DZA
3.19873, 1998, Mar Average, Algeria, DZA
5.9124, 1998, Apr Average, Algeria, DZA
10.1364, 1998, May Average, Algeria, DZA
2.58549, 1998, Jun Average, Algeria, DZA
2.26702, 1998, Jul Average, Algeria, DZA
4.51274, 1998, Aug Average, Algeria, DZA
