204.289, 1901, Jan Average, Malawi, MWI
40.9744, 1950, Oct Average, Malawi, MWI
54.4375, 1950, Nov Average, Malawi, MWI
172.183, 1950, Dec Average, Malawi, MWI
239.96, 1951, Jan Average, Malawi, MWI
265.596, 1951, Feb Average, Malawi, MWI
179.982, 1951, Mar Average, Malawi, MWI
66.8764, 1951, Apr Average, Malawi, MWI
32.5272, 1951, May Average, Malawi, MWI
11.0178, 1951, Jun Average, Malawi, MWI
3.42824, 1951, Jul Average, Malawi, MWI
9.58163, 1951, Aug Average, Malawi, MWI
1.35376, 1951, Sep Average, Malawi, MWI
9.65171, 1951, Oct Average, Malawi, MWI
93.0811, 1951, Nov Average, Malawi, MWI
250.399, 1951, Dec Average, Malawi, MWI
243.833, 1952, Jan Average, Malawi, MWI
372.808, 1952, Feb Average, Malawi, MWI
209.95, 1952, Mar Average, Malawi, MWI
141, 1952, Apr Average, Malawi, MWI
22.5659, 1952, May Average, Malawi, MWI
7.96241, 1952, Jun Average, Malawi, MWI
5.49817, 1952, Jul Average, Malawi, MWI
1.32198, 1952, Aug Average, Malawi, MWI
3.82415, 1952, Sep Average, Malawi, MWI
14.0815, 1952, Oct Average, Malawi, MWI
103.684, 1952, Nov Average, Malawi, MWI
125.507, 1952, Dec Average, Malawi, MWI
219.348, 1953, Jan Average, Malawi, MWI
151.12, 1953, Feb Average, Malawi, MWI
243.151, 1953, Mar Average, Malawi, MWI
59.9001, 1953, Apr Average, Malawi, MWI
18.1267, 1953, May Average, Malawi, MWI
4.99416, 1953, Jun Average, Malawi, MWI
7.08136, 1953, Jul Average, Malawi, MWI
2.55661, 1953, Aug Average, Malawi, MWI
5.36761, 1953, Sep Average, Malawi, MWI
4.46008, 1953, Oct Average, Malawi, MWI
42.2371, 1953, Nov Average, Malawi, MWI
258.16, 1953, Dec Average, Malawi, MWI
180.919, 1954, Jan Average, Malawi, MWI
182.222, 1954, Feb Average, Malawi, MWI
167.083, 1954, Mar Average, Malawi, MWI
46.8846, 1954, Apr Average, Malawi, MWI
13.0331, 1954, May Average, Malawi, MWI
9.46707, 1954, Jun Average, Malawi, MWI
0.90565, 1954, Jul Average, Malawi, MWI
5.59703, 1954, Aug Average, Malawi, MWI
3.82826, 1954, Sep Average, Malawi, MWI
3.39951, 1954, Oct Average, Malawi, MWI
101.395, 1954, Nov Average, Malawi, MWI
183.612, 1954, Dec Average, Malawi, MWI
246.806, 1955, Jan Average, Malawi, MWI
298.962, 1955, Feb Average, Malawi, MWI
192.111, 1955, Mar Average, Malawi, MWI
110.861, 1955, Apr Average, Malawi, MWI
39.968, 1955, May Average, Malawi, MWI
10.1526, 1955, Jun Average, Malawi, MWI
9.37031, 1955, Jul Average, Malawi, MWI
2.17088, 1955, Aug Average, Malawi, MWI
2.29941, 1955, Sep Average, Malawi, MWI
3.24667, 1955, Oct Average, Malawi, MWI
39.7146, 1955, Nov Average, Malawi, MWI
190.21, 1955, Dec Average, Malawi, MWI
318.45, 1956, Jan Average, Malawi, MWI
206.291, 1956, Feb Average, Malawi, MWI
258.763, 1956, Mar Average, Malawi, MWI
208.991, 1956, Apr Average, Malawi, MWI
42.3374, 1956, May Average, Malawi, MWI
16.6289, 1956, Jun Average, Malawi, MWI
4.42426, 1956, Jul Average, Malawi, MWI
2.7814, 1956, Aug Average, Malawi, MWI
4.46086, 1956, Sep Average, Malawi, MWI
9.34827, 1956, Oct Average, Malawi, MWI
98.5939, 1956, Nov Average, Malawi, MWI
239.765, 1956, Dec Average, Malawi, MWI
307.179, 1957, Jan Average, Malawi, MWI
201.311, 1957, Feb Average, Malawi, MWI
165.363, 1957, Mar Average, Malawi, MWI
147.338, 1957, Apr Average, Malawi, MWI
50.4936, 1957, May Average, Malawi, MWI
4.45215, 1957, Jun Average, Malawi, MWI
0.47594, 1957, Jul Average, Malawi, MWI
1.47447, 1957, Aug Average, Malawi, MWI
0.68229, 1957, Sep Average, Malawi, MWI
5.13218, 1957, Oct Average, Malawi, MWI
8.41189, 1957, Nov Average, Malawi, MWI
239.141, 1957, Dec Average, Malawi, MWI
225.662, 1958, Jan Average, Malawi, MWI
200.568, 1958, Feb Average, Malawi, MWI
130.115, 1958, Mar Average, Malawi, MWI
64.1278, 1958, Apr Average, Malawi, MWI
9.01465, 1958, May Average, Malawi, MWI
21.3993, 1958, Jun Average, Malawi, MWI
5.40877, 1958, Jul Average, Malawi, MWI
8.05685, 1958, Aug Average, Malawi, MWI
8.2549, 1958, Sep Average, Malawi, MWI
7.89519, 1958, Oct Average, Malawi, MWI
48.8344, 1958, Nov Average, Malawi, MWI
186.538, 1958, Dec Average, Malawi, MWI
209.79, 1959, Jan Average, Malawi, MWI
256.836, 1959, Feb Average, Malawi, MWI
152.939, 1959, Mar Average, Malawi, MWI
42.6363, 1959, Apr Average, Malawi, MWI
6.36082, 1959, May Average, Malawi, MWI
10.2111, 1959, Jun Average, Malawi, MWI
5.43794, 1959, Jul Average, Malawi, MWI
6.56594, 1959, Aug Average, Malawi, MWI
3.8325, 1959, Sep Average, Malawi, MWI
29.0021, 1959, Oct Average, Malawi, MWI
65.717, 1959, Nov Average, Malawi, MWI
213.481, 1959, Dec Average, Malawi, MWI
176.756, 1960, Jan Average, Malawi, MWI
241.786, 1960, Feb Average, Malawi, MWI
219.833, 1960, Mar Average, Malawi, MWI
88.1333, 1960, Apr Average, Malawi, MWI
13.6251, 1960, May Average, Malawi, MWI
15.9526, 1960, Jun Average, Malawi, MWI
11.2051, 1960, Jul Average, Malawi, MWI
0.47513, 1960, Aug Average, Malawi, MWI
6.6688, 1960, Sep Average, Malawi, MWI
4.17778, 1960, Oct Average, Malawi, MWI
47.7432, 1960, Nov Average, Malawi, MWI
180.594, 1960, Dec Average, Malawi, MWI
241.805, 1961, Jan Average, Malawi, MWI
202.367, 1961, Feb Average, Malawi, MWI
271.684, 1961, Mar Average, Malawi, MWI
132.588, 1961, Apr Average, Malawi, MWI
35.0613, 1961, May Average, Malawi, MWI
12.1779, 1961, Jun Average, Malawi, MWI
31.3559, 1961, Jul Average, Malawi, MWI
9.94802, 1961, Aug Average, Malawi, MWI
5.29349, 1961, Sep Average, Malawi, MWI
15.2724, 1961, Oct Average, Malawi, MWI
103.584, 1961, Nov Average, Malawi, MWI
241.841, 1961, Dec Average, Malawi, MWI
332.402, 1962, Jan Average, Malawi, MWI
179.833, 1962, Feb Average, Malawi, MWI
226.9, 1962, Mar Average, Malawi, MWI
150.802, 1962, Apr Average, Malawi, MWI
26.2917, 1962, May Average, Malawi, MWI
3.38827, 1962, Jun Average, Malawi, MWI
10.1023, 1962, Jul Average, Malawi, MWI
4.51393, 1962, Aug Average, Malawi, MWI
1.52536, 1962, Sep Average, Malawi, MWI
15.5573, 1962, Oct Average, Malawi, MWI
79.5925, 1962, Nov Average, Malawi, MWI
232.297, 1962, Dec Average, Malawi, MWI
261.371, 1963, Jan Average, Malawi, MWI
252.455, 1963, Feb Average, Malawi, MWI
286.579, 1963, Mar Average, Malawi, MWI
97.0965, 1963, Apr Average, Malawi, MWI
7.75557, 1963, May Average, Malawi, MWI
3.58294, 1963, Jun Average, Malawi, MWI
5.8082, 1963, Jul Average, Malawi, MWI
0.09413, 1963, Aug Average, Malawi, MWI
2.13789, 1963, Sep Average, Malawi, MWI
16.5018, 1963, Oct Average, Malawi, MWI
148.826, 1963, Nov Average, Malawi, MWI
246.718, 1963, Dec Average, Malawi, MWI
285.665, 1964, Jan Average, Malawi, MWI
198.619, 1964, Feb Average, Malawi, MWI
123.618, 1964, Mar Average, Malawi, MWI
30.9791, 1964, Apr Average, Malawi, MWI
9.50701, 1964, May Average, Malawi, MWI
2.6463, 1964, Jun Average, Malawi, MWI
16.2787, 1964, Jul Average, Malawi, MWI
5.37681, 1964, Aug Average, Malawi, MWI
0.23279, 1964, Sep Average, Malawi, MWI
0.67729, 1964, Oct Average, Malawi, MWI
59.6326, 1964, Nov Average, Malawi, MWI
171.285, 1964, Dec Average, Malawi, MWI
261.471, 1965, Jan Average, Malawi, MWI
217.166, 1965, Feb Average, Malawi, MWI
240.347, 1965, Mar Average, Malawi, MWI
77.7686, 1965, Apr Average, Malawi, MWI
15.7593, 1965, May Average, Malawi, MWI
7.46883, 1965, Jun Average, Malawi, MWI
1.36818, 1965, Jul Average, Malawi, MWI
2.78113, 1965, Aug Average, Malawi, MWI
7.2423, 1965, Sep Average, Malawi, MWI
16.155, 1965, Oct Average, Malawi, MWI
56.3023, 1965, Nov Average, Malawi, MWI
211.493, 1965, Dec Average, Malawi, MWI
161.853, 1966, Jan Average, Malawi, MWI
252.803, 1966, Feb Average, Malawi, MWI
169.454, 1966, Mar Average, Malawi, MWI
64.4309, 1966, Apr Average, Malawi, MWI
31.6374, 1966, May Average, Malawi, MWI
15.1919, 1966, Jun Average, Malawi, MWI
5.71194, 1966, Jul Average, Malawi, MWI
0.9386, 1966, Aug Average, Malawi, MWI
3.07707, 1966, Sep Average, Malawi, MWI
11.6866, 1966, Oct Average, Malawi, MWI
67.313, 1966, Nov Average, Malawi, MWI
176.26, 1966, Dec Average, Malawi, MWI
165.521, 1967, Jan Average, Malawi, MWI
156.127, 1967, Feb Average, Malawi, MWI
252.082, 1967, Mar Average, Malawi, MWI
151.913, 1967, Apr Average, Malawi, MWI
52.3881, 1967, May Average, Malawi, MWI
16.5207, 1967, Jun Average, Malawi, MWI
17.195, 1967, Jul Average, Malawi, MWI
8.95276, 1967, Aug Average, Malawi, MWI
4.64715, 1967, Sep Average, Malawi, MWI
17.6035, 1967, Oct Average, Malawi, MWI
79.3743, 1967, Nov Average, Malawi, MWI
212.41, 1967, Dec Average, Malawi, MWI
180.26, 1968, Jan Average, Malawi, MWI
208.495, 1968, Feb Average, Malawi, MWI
173.785, 1968, Mar Average, Malawi, MWI
100.335, 1968, Apr Average, Malawi, MWI
27.4638, 1968, May Average, Malawi, MWI
25.0117, 1968, Jun Average, Malawi, MWI
5.94767, 1968, Jul Average, Malawi, MWI
3.15722, 1968, Aug Average, Malawi, MWI
1.22523, 1968, Sep Average, Malawi, MWI
4.00201, 1968, Oct Average, Malawi, MWI
106.617, 1968, Nov Average, Malawi, MWI
254.066, 1968, Dec Average, Malawi, MWI
241.748, 1969, Jan Average, Malawi, MWI
190.433, 1969, Feb Average, Malawi, MWI
151.683, 1969, Mar Average, Malawi, MWI
145.482, 1969, Apr Average, Malawi, MWI
18.941, 1969, May Average, Malawi, MWI
8.3602, 1969, Jun Average, Malawi, MWI
7.22347, 1969, Jul Average, Malawi, MWI
5.7482, 1969, Aug Average, Malawi, MWI
4.75376, 1969, Sep Average, Malawi, MWI
15.2017, 1969, Oct Average, Malawi, MWI
34.1292, 1969, Nov Average, Malawi, MWI
287.893, 1969, Dec Average, Malawi, MWI
255.646, 1970, Jan Average, Malawi, MWI
210.987, 1970, Feb Average, Malawi, MWI
123.648, 1970, Mar Average, Malawi, MWI
64.0638, 1970, Apr Average, Malawi, MWI
9.99843, 1970, May Average, Malawi, MWI
7.98162, 1970, Jun Average, Malawi, MWI
9.16382, 1970, Jul Average, Malawi, MWI
0.59977, 1970, Aug Average, Malawi, MWI
0.37481, 1970, Sep Average, Malawi, MWI
19.9503, 1970, Oct Average, Malawi, MWI
123.714, 1970, Nov Average, Malawi, MWI
296.422, 1970, Dec Average, Malawi, MWI
303.569, 1971, Jan Average, Malawi, MWI
229.279, 1971, Feb Average, Malawi, MWI
148.5, 1971, Mar Average, Malawi, MWI
80.0149, 1971, Apr Average, Malawi, MWI
22.5448, 1971, May Average, Malawi, MWI
2.77682, 1971, Jun Average, Malawi, MWI
3.41589, 1971, Jul Average, Malawi, MWI
0.11038, 1971, Aug Average, Malawi, MWI
1.16348, 1971, Sep Average, Malawi, MWI
11.6833, 1971, Oct Average, Malawi, MWI
84.1542, 1971, Nov Average, Malawi, MWI
181.507, 1971, Dec Average, Malawi, MWI
234.797, 1972, Jan Average, Malawi, MWI
177.545, 1972, Feb Average, Malawi, MWI
153.991, 1972, Mar Average, Malawi, MWI
100.677, 1972, Apr Average, Malawi, MWI
38.35, 1972, May Average, Malawi, MWI
11.7152, 1972, Jun Average, Malawi, MWI
4.97078, 1972, Jul Average, Malawi, MWI
3.61009, 1972, Aug Average, Malawi, MWI
1.63546, 1972, Sep Average, Malawi, MWI
14.4859, 1972, Oct Average, Malawi, MWI
101.818, 1972, Nov Average, Malawi, MWI
195.759, 1972, Dec Average, Malawi, MWI
191.14, 1973, Jan Average, Malawi, MWI
152.88, 1973, Feb Average, Malawi, MWI
170.298, 1973, Mar Average, Malawi, MWI
125.102, 1973, Apr Average, Malawi, MWI
6.55251, 1973, May Average, Malawi, MWI
11.1115, 1973, Jun Average, Malawi, MWI
7.63222, 1973, Jul Average, Malawi, MWI
2.54486, 1973, Aug Average, Malawi, MWI
0.88606, 1973, Sep Average, Malawi, MWI
9.48909, 1973, Oct Average, Malawi, MWI
51.6965, 1973, Nov Average, Malawi, MWI
185.914, 1973, Dec Average, Malawi, MWI
298.454, 1974, Jan Average, Malawi, MWI
222.811, 1974, Feb Average, Malawi, MWI
272.289, 1974, Mar Average, Malawi, MWI
145.527, 1974, Apr Average, Malawi, MWI
87.7211, 1974, May Average, Malawi, MWI
15.3912, 1974, Jun Average, Malawi, MWI
27.162, 1974, Jul Average, Malawi, MWI
2.00261, 1974, Aug Average, Malawi, MWI
3.43821, 1974, Sep Average, Malawi, MWI
9.97112, 1974, Oct Average, Malawi, MWI
51.025, 1974, Nov Average, Malawi, MWI
211.979, 1974, Dec Average, Malawi, MWI
171.092, 1975, Jan Average, Malawi, MWI
189.518, 1975, Feb Average, Malawi, MWI
218.113, 1975, Mar Average, Malawi, MWI
117.626, 1975, Apr Average, Malawi, MWI
12.4558, 1975, May Average, Malawi, MWI
9.6009, 1975, Jun Average, Malawi, MWI
4.24932, 1975, Jul Average, Malawi, MWI
4.62182, 1975, Aug Average, Malawi, MWI
0.43971, 1975, Sep Average, Malawi, MWI
19.1972, 1975, Oct Average, Malawi, MWI
48.928, 1975, Nov Average, Malawi, MWI
179.668, 1975, Dec Average, Malawi, MWI
257.746, 1976, Jan Average, Malawi, MWI
276.536, 1976, Feb Average, Malawi, MWI
251.868, 1976, Mar Average, Malawi, MWI
167.328, 1976, Apr Average, Malawi, MWI
37.7421, 1976, May Average, Malawi, MWI
21.7101, 1976, Jun Average, Malawi, MWI
4.68056, 1976, Jul Average, Malawi, MWI
1.05832, 1976, Aug Average, Malawi, MWI
1.32688, 1976, Sep Average, Malawi, MWI
32.9872, 1976, Oct Average, Malawi, MWI
25.8252, 1976, Nov Average, Malawi, MWI
188.171, 1976, Dec Average, Malawi, MWI
264.711, 1977, Jan Average, Malawi, MWI
152.27, 1977, Feb Average, Malawi, MWI
204.784, 1977, Mar Average, Malawi, MWI
77.8873, 1977, Apr Average, Malawi, MWI
24.2583, 1977, May Average, Malawi, MWI
3.36415, 1977, Jun Average, Malawi, MWI
4.00489, 1977, Jul Average, Malawi, MWI
3.30247, 1977, Aug Average, Malawi, MWI
6.07509, 1977, Sep Average, Malawi, MWI
10.5785, 1977, Oct Average, Malawi, MWI
83.0958, 1977, Nov Average, Malawi, MWI
219.068, 1977, Dec Average, Malawi, MWI
266.91, 1978, Jan Average, Malawi, MWI
203.631, 1978, Feb Average, Malawi, MWI
358.589, 1978, Mar Average, Malawi, MWI
109.063, 1978, Apr Average, Malawi, MWI
7.04304, 1978, May Average, Malawi, MWI
14.4566, 1978, Jun Average, Malawi, MWI
6.53022, 1978, Jul Average, Malawi, MWI
0.00033, 1978, Aug Average, Malawi, MWI
1.40934, 1978, Sep Average, Malawi, MWI
20.8608, 1978, Oct Average, Malawi, MWI
82.0889, 1978, Nov Average, Malawi, MWI
294.405, 1978, Dec Average, Malawi, MWI
170.56, 1979, Jan Average, Malawi, MWI
261.805, 1979, Feb Average, Malawi, MWI
273.681, 1979, Mar Average, Malawi, MWI
88.9081, 1979, Apr Average, Malawi, MWI
10.6442, 1979, May Average, Malawi, MWI
7.87392, 1979, Jun Average, Malawi, MWI
13.1441, 1979, Jul Average, Malawi, MWI
2.28698, 1979, Aug Average, Malawi, MWI
3.3651, 1979, Sep Average, Malawi, MWI
18.5356, 1979, Oct Average, Malawi, MWI
118.889, 1979, Nov Average, Malawi, MWI
202.877, 1979, Dec Average, Malawi, MWI
200.841, 1980, Jan Average, Malawi, MWI
152.745, 1980, Feb Average, Malawi, MWI
246.668, 1980, Mar Average, Malawi, MWI
173.926, 1980, Apr Average, Malawi, MWI
18.6839, 1980, May Average, Malawi, MWI
4.9643, 1980, Jun Average, Malawi, MWI
4.60624, 1980, Jul Average, Malawi, MWI
2.76938, 1980, Aug Average, Malawi, MWI
8.46006, 1980, Sep Average, Malawi, MWI
23.8727, 1980, Oct Average, Malawi, MWI
30.689, 1980, Nov Average, Malawi, MWI
316.73, 1980, Dec Average, Malawi, MWI
163.244, 1981, Jan Average, Malawi, MWI
274.393, 1981, Feb Average, Malawi, MWI
158.788, 1981, Mar Average, Malawi, MWI
81.1478, 1981, Apr Average, Malawi, MWI
28.3787, 1981, May Average, Malawi, MWI
3.72946, 1981, Jun Average, Malawi, MWI
4.02977, 1981, Jul Average, Malawi, MWI
1.04674, 1981, Aug Average, Malawi, MWI
5.36446, 1981, Sep Average, Malawi, MWI
23.5647, 1981, Oct Average, Malawi, MWI
51.344, 1981, Nov Average, Malawi, MWI
162.2, 1981, Dec Average, Malawi, MWI
236.915, 1982, Jan Average, Malawi, MWI
247.478, 1982, Feb Average, Malawi, MWI
150.503, 1982, Mar Average, Malawi, MWI
139.643, 1982, Apr Average, Malawi, MWI
55.0384, 1982, May Average, Malawi, MWI
6.48444, 1982, Jun Average, Malawi, MWI
16.9266, 1982, Jul Average, Malawi, MWI
5.46439, 1982, Aug Average, Malawi, MWI
2.82623, 1982, Sep Average, Malawi, MWI
47.6258, 1982, Oct Average, Malawi, MWI
96.0107, 1982, Nov Average, Malawi, MWI
175.161, 1982, Dec Average, Malawi, MWI
195.448, 1983, Jan Average, Malawi, MWI
183.939, 1983, Feb Average, Malawi, MWI
130.456, 1983, Mar Average, Malawi, MWI
77.71, 1983, Apr Average, Malawi, MWI
22.3623, 1983, May Average, Malawi, MWI
14.4538, 1983, Jun Average, Malawi, MWI
16.1389, 1983, Jul Average, Malawi, MWI
2.49564, 1983, Aug Average, Malawi, MWI
0.41034, 1983, Sep Average, Malawi, MWI
12.5737, 1983, Oct Average, Malawi, MWI
31.5534, 1983, Nov Average, Malawi, MWI
230.138, 1983, Dec Average, Malawi, MWI
170.822, 1984, Jan Average, Malawi, MWI
250.008, 1984, Feb Average, Malawi, MWI
202.041, 1984, Mar Average, Malawi, MWI
51.1914, 1984, Apr Average, Malawi, MWI
21.9354, 1984, May Average, Malawi, MWI
10.5777, 1984, Jun Average, Malawi, MWI
6.04855, 1984, Jul Average, Malawi, MWI
2.00788, 1984, Aug Average, Malawi, MWI
4.96373, 1984, Sep Average, Malawi, MWI
11.1714, 1984, Oct Average, Malawi, MWI
114.53, 1984, Nov Average, Malawi, MWI
298.555, 1984, Dec Average, Malawi, MWI
198.336, 1985, Jan Average, Malawi, MWI
195.979, 1985, Feb Average, Malawi, MWI
253.731, 1985, Mar Average, Malawi, MWI
101.937, 1985, Apr Average, Malawi, MWI
16.3482, 1985, May Average, Malawi, MWI
6.3649, 1985, Jun Average, Malawi, MWI
5.90782, 1985, Jul Average, Malawi, MWI
5.91459, 1985, Aug Average, Malawi, MWI
6.49496, 1985, Sep Average, Malawi, MWI
23.6938, 1985, Oct Average, Malawi, MWI
155.982, 1985, Nov Average, Malawi, MWI
242.568, 1985, Dec Average, Malawi, MWI
305.53, 1986, Jan Average, Malawi, MWI
203.622, 1986, Feb Average, Malawi, MWI
208.392, 1986, Mar Average, Malawi, MWI
95.6547, 1986, Apr Average, Malawi, MWI
13.9736, 1986, May Average, Malawi, MWI
10.7695, 1986, Jun Average, Malawi, MWI
2.7127, 1986, Jul Average, Malawi, MWI
0.2407, 1986, Aug Average, Malawi, MWI
3.2848, 1986, Sep Average, Malawi, MWI
41.727, 1986, Oct Average, Malawi, MWI
77.5041, 1986, Nov Average, Malawi, MWI
246.638, 1986, Dec Average, Malawi, MWI
241.705, 1987, Jan Average, Malawi, MWI
180.232, 1987, Feb Average, Malawi, MWI
141.3, 1987, Mar Average, Malawi, MWI
54.0107, 1987, Apr Average, Malawi, MWI
9.45772, 1987, May Average, Malawi, MWI
7.17469, 1987, Jun Average, Malawi, MWI
0.97873, 1987, Jul Average, Malawi, MWI
1.05734, 1987, Aug Average, Malawi, MWI
1.33405, 1987, Sep Average, Malawi, MWI
22.5886, 1987, Oct Average, Malawi, MWI
29.3054, 1987, Nov Average, Malawi, MWI
154.544, 1987, Dec Average, Malawi, MWI
252.027, 1988, Jan Average, Malawi, MWI
243.119, 1988, Feb Average, Malawi, MWI
222.898, 1988, Mar Average, Malawi, MWI
73.0513, 1988, Apr Average, Malawi, MWI
35.1528, 1988, May Average, Malawi, MWI
8.18674, 1988, Jun Average, Malawi, MWI
2.79347, 1988, Jul Average, Malawi, MWI
2.5506, 1988, Aug Average, Malawi, MWI
0.83845, 1988, Sep Average, Malawi, MWI
40.4084, 1988, Oct Average, Malawi, MWI
71.0854, 1988, Nov Average, Malawi, MWI
163.957, 1988, Dec Average, Malawi, MWI
309.789, 1989, Jan Average, Malawi, MWI
251.981, 1989, Feb Average, Malawi, MWI
319.904, 1989, Mar Average, Malawi, MWI
104.644, 1989, Apr Average, Malawi, MWI
21.0941, 1989, May Average, Malawi, MWI
7.19182, 1989, Jun Average, Malawi, MWI
8.53308, 1989, Jul Average, Malawi, MWI
5.03023, 1989, Aug Average, Malawi, MWI
2.87233, 1989, Sep Average, Malawi, MWI
10.4206, 1989, Oct Average, Malawi, MWI
111.411, 1989, Nov Average, Malawi, MWI
223.94, 1989, Dec Average, Malawi, MWI
237.383, 1990, Jan Average, Malawi, MWI
183.164, 1990, Feb Average, Malawi, MWI
95.6388, 1990, Mar Average, Malawi, MWI
60.4906, 1990, Apr Average, Malawi, MWI
72.0959, 1990, May Average, Malawi, MWI
3.83912, 1990, Jun Average, Malawi, MWI
2.36458, 1990, Jul Average, Malawi, MWI
4.80524, 1990, Aug Average, Malawi, MWI
5.21285, 1990, Sep Average, Malawi, MWI
3.07219, 1990, Oct Average, Malawi, MWI
42.3311, 1990, Nov Average, Malawi, MWI
115.15, 1990, Dec Average, Malawi, MWI
270.123, 1991, Jan Average, Malawi, MWI
180.891, 1991, Feb Average, Malawi, MWI
208.38, 1991, Mar Average, Malawi, MWI
94.5087, 1991, Apr Average, Malawi, MWI
19.4678, 1991, May Average, Malawi, MWI
2.31401, 1991, Jun Average, Malawi, MWI
9.97793, 1991, Jul Average, Malawi, MWI
2.28472, 1991, Aug Average, Malawi, MWI
4.8762, 1991, Sep Average, Malawi, MWI
13.6732, 1991, Oct Average, Malawi, MWI
81.7218, 1991, Nov Average, Malawi, MWI
171.625, 1991, Dec Average, Malawi, MWI
184.152, 1992, Jan Average, Malawi, MWI
69.9821, 1992, Feb Average, Malawi, MWI
156.026, 1992, Mar Average, Malawi, MWI
38.7659, 1992, Apr Average, Malawi, MWI
19.8563, 1992, May Average, Malawi, MWI
4.58637, 1992, Jun Average, Malawi, MWI
2.97051, 1992, Jul Average, Malawi, MWI
0.3276, 1992, Aug Average, Malawi, MWI
0.01029, 1992, Sep Average, Malawi, MWI
2.29027, 1992, Oct Average, Malawi, MWI
80.0148, 1992, Nov Average, Malawi, MWI
168.552, 1992, Dec Average, Malawi, MWI
258.631, 1993, Jan Average, Malawi, MWI
218.628, 1993, Feb Average, Malawi, MWI
172.998, 1993, Mar Average, Malawi, MWI
81.2728, 1993, Apr Average, Malawi, MWI
17.487, 1993, May Average, Malawi, MWI
12.4404, 1993, Jun Average, Malawi, MWI
2.54017, 1993, Jul Average, Malawi, MWI
5.44864, 1993, Aug Average, Malawi, MWI
5.84846, 1993, Sep Average, Malawi, MWI
14.107, 1993, Oct Average, Malawi, MWI
69.9573, 1993, Nov Average, Malawi, MWI
98.9596, 1993, Dec Average, Malawi, MWI
251.071, 1994, Jan Average, Malawi, MWI
175.061, 1994, Feb Average, Malawi, MWI
129.305, 1994, Mar Average, Malawi, MWI
60.5344, 1994, Apr Average, Malawi, MWI
2.85687, 1994, May Average, Malawi, MWI
5.10176, 1994, Jun Average, Malawi, MWI
2.85934, 1994, Jul Average, Malawi, MWI
4.53583, 1994, Aug Average, Malawi, MWI
1.94945, 1994, Sep Average, Malawi, MWI
28.7545, 1994, Oct Average, Malawi, MWI
40.1524, 1994, Nov Average, Malawi, MWI
113.113, 1994, Dec Average, Malawi, MWI
267.977, 1995, Jan Average, Malawi, MWI
182.757, 1995, Feb Average, Malawi, MWI
120.459, 1995, Mar Average, Malawi, MWI
51.3507, 1995, Apr Average, Malawi, MWI
15.492, 1995, May Average, Malawi, MWI
2.02257, 1995, Jun Average, Malawi, MWI
2.61997, 1995, Jul Average, Malawi, MWI
2.38658, 1995, Aug Average, Malawi, MWI
0.84412, 1995, Sep Average, Malawi, MWI
3.91486, 1995, Oct Average, Malawi, MWI
32.1672, 1995, Nov Average, Malawi, MWI
239.801, 1995, Dec Average, Malawi, MWI
215.021, 1996, Jan Average, Malawi, MWI
265.888, 1996, Feb Average, Malawi, MWI
247.538, 1996, Mar Average, Malawi, MWI
67.8658, 1996, Apr Average, Malawi, MWI
48.339, 1996, May Average, Malawi, MWI
3.77052, 1996, Jun Average, Malawi, MWI
4.59377, 1996, Jul Average, Malawi, MWI
0.86492, 1996, Aug Average, Malawi, MWI
2.50487, 1996, Sep Average, Malawi, MWI
7.15362, 1996, Oct Average, Malawi, MWI
24.9141, 1996, Nov Average, Malawi, MWI
218.606, 1996, Dec Average, Malawi, MWI
238.174, 1997, Jan Average, Malawi, MWI
280.298, 1997, Feb Average, Malawi, MWI
117.39, 1997, Mar Average, Malawi, MWI
134.837, 1997, Apr Average, Malawi, MWI
3.88681, 1997, May Average, Malawi, MWI
1.7105, 1997, Jun Average, Malawi, MWI
17.9929, 1997, Jul Average, Malawi, MWI
0.24738, 1997, Aug Average, Malawi, MWI
5.51118, 1997, Sep Average, Malawi, MWI
30.547, 1997, Oct Average, Malawi, MWI
78.842, 1997, Nov Average, Malawi, MWI
272.967, 1997, Dec Average, Malawi, MWI
280.473, 1998, Jan Average, Malawi, MWI
173.418, 1998, Feb Average, Malawi, MWI
109.132, 1998, Mar Average, Malawi, MWI
55.6416, 1998, Apr Average, Malawi, MWI
5.76929, 1998, May Average, Malawi, MWI
0.96528, 1998, Jun Average, Malawi, MWI
2.74243, 1998, Jul Average, Malawi, MWI
4.67626, 1998, Aug Average, Malawi, MWI
1.10235, 1998, Sep Average, Malawi, MWI
15.822, 1998, Oct Average, Malawi, MWI
41.4013, 1998, Nov Average, Malawi, MWI
126.686, 1998, Dec Average, Malawi, MWI
308.548, 1999, Jan Average, Malawi, MWI
224.386, 1999, Feb Average, Malawi, MWI
305.096, 1999, Mar Average, Malawi, MWI
128.539, 1999, Apr Average, Malawi, MWI
17.3611, 1999, May Average, Malawi, MWI
11.9062, 1999, Jun Average, Malawi, MWI
8.03799, 1999, Jul Average, Malawi, MWI
6.48797, 1999, Aug Average, Malawi, MWI
2.49592, 1999, Sep Average, Malawi, MWI
2.47244, 1999, Oct Average, Malawi, MWI
60.5037, 1999, Nov Average, Malawi, MWI
117.73, 1999, Dec Average, Malawi, MWI
212.528, 2000, Jan Average, Malawi, MWI
199.966, 2000, Feb Average, Malawi, MWI
201.535, 2000, Mar Average, Malawi, MWI
63.4879, 2000, Apr Average, Malawi, MWI
11.6383, 2000, May Average, Malawi, MWI
6.63276, 2000, Jun Average, Malawi, MWI
